ticket_id,cst_id,prd_key,emp_id,issue_category,status,open_date,resolution_date
TKT-12717,28369,BK-M47B-40,EMP005,Shipping,Resolved,2014-01-19,2014-05-15
TKT-12718,14269,FR-M94B-38,EMP291,Billing,Closed,12/13/2016,2017-02-25
TKT-12719,13366,BK-R50R-60,EMP293,Technical,resolved,2018-11-14,2018-11-22
TKT-12720,27559,PRD-BB-7421,EMP192,Billing,Open,2024-03-27,
TKT-12721,19626,BK-M18B-40,EMP204,General,closed,2011-06-02,2011-06-14
TKT-12722,13993,BK-R50B-48,EMP235,billing,RESOLVED,2014-04-06,2014-07-19
TKT-12723,28322,BK-M18B-42,EMP016,product,Open,2014-06-07,
TKT-12724,24629,BK-R50B-58,EMP157,Technical,In Progress,2019-07-18,
TKT-12725,999999,HB-R504,EMP012,Product,Open,2022-04-28,
TKT-12726,14704,TT-T092,EMP114,Product,CLOSED,2018-06-08,07/06/2018
TKT-12727,999999,FR-R38R-60,EMP061,Billing,Resolved,11/11/2016,2017-02-27
TKT-12728,24161,TI-R982,EMP005,Product,Resolved,2022-01-31,2022-05-26
TKT-12729,20446,FR-T98Y-54,EMP260,account,closed,2017-05-17,2017-08-15
TKT-12730,15753,FR-M94B-46,EMP276,General,RESOLVED,02/26/2018,2018-06-03
TKT-12731,,BK_T44U_54,EMP092,Account,Pending,2022-09-02,
TKT-12732,25044,BK-M82S-38,EMP050,Product,Closed,2021-10-05,2021-12-22
TKT-12733,23618,,EMP001,Shipping,CLOSED,2025-02-09,2025-02-28
TKT-12734,21138,BK-M68B-38,EMP103,Returns,Clsd,07/20/2013,11/07/2013
TKT-12735,25798,FR-R92B-48,EMP040,technical,Pending,2018-11-29,
TKT-12736,23567,FR-R72Y-42,EMP071,Billing,Resolved,2024-10-04,2024-11-04
TKT-12737,29234,SO-B909-M,EMP226,RETURNS,closed,2017-07-31,2017-09-02
TKT-12738,15446,BK_M38S_46,EMP139,Shipping,Open,2024-05-08,
TKT-12739,19819,GL-H102-L,EMP093,Product,Closed,2014-05-24,2014-07-13
TKT-12740,12615,PRD-CA-1098,EMP286,Technical,Resolved,07/11/2014,2014-10-06
TKT-12741,17709,TI-M823,EMP067,Returns,Closed,11/10/2017,2018-02-20
TKT-12742,,BK-M38S-46,EMP105,Account,Clsd,2020-07-05,2020-09-10
TKT-12743,22115,PD-M562,EMP259,Returns,Open,2022-03-03,
TKT-12744,22555,FR_M63B_48,EMP147,Account,Pending,2018-09-29,
TKT-12745,21456,FR-M94B-42,EMP065,BILLING,Closed,2019-08-01,2019-10-02
TKT-12746,28154,BK-R89R-58,EMP058,General,resolved,2019-02-26,2019-04-04
TKT-12747,24028,FR-M21S-40,EMP157,Product,Open,2024-06-24,
TKT-12748,14307,SE-M798,EMP053,Account,Resolved,2014-09-20,2014-09-28
TKT-12749,27705,SO-B909-L,EMP019,Technical,Closed,2011-04-19,2011-05-27
TKT-12750,14175,FR-R92R-52,EMP255,Returns,Resolved,05/16/2013,2013-05-26
TKT-12751,24087,BK-M18S-40,EMP061,product,o,2016-07-29,
TKT-12752,,FR-T98Y-50,EMP184,Billing,Open,2017-03-22,
TKT-12753,15975,BK-R50B-62,EMP194,shipping,Closed,2022-03-12,2022-05-14
TKT-12754,26284,BK-R89R-44,EMP121,Returns,Closed,2021-04-05,2021-05-17
TKT-12755,19771,,EMP169,Billing,Closed,2015-04-26,2015-08-21
TKT-12756,25143,FR-R92B-62,EMP056,Product,Rsolvd,2019-03-03,04/02/2019
TKT-12757,25543,BK_R19B_44,EMP134,Technical,Resolved,2018-09-16,2018-10-14
TKT-12758,15781,,EMP053,General,RESOLVED,2018-03-25,04/09/2018
TKT-12759,22450,BK-M47B-38,EMP042,billing,Resolved,2019-12-07,02/04/2020
TKT-12760,19135,FR-M21S-40,EMP010,Returns,Resolved,2012-06-16,2012-07-09
TKT-12761,22711,PRD-ST-1401,EMP017,technical,Pending,2015-04-10,
TKT-12762,11602,BK-T44U-46,EMP283,Returns,Open,04/12/2013,
TKT-12763,28174,TT-M928,EMP292,Billing,Rsolvd,10/05/2014,2014-12-30
TKT-12764,28899,RW-R623,EMP050,General,Closed,2017-07-11,2017-09-28
TKT-12765,24553,FR-M94S-46,EMP279,Technical,Open,2021-12-09,
TKT-12766,13546,BK-T18Y-58,EMP201,Account,Open,05/08/2020,
TKT-12767,25404,FR-M63S-46,EMP006,Account,pending,2014-11-06,
TKT-12768,20962,FR-R38B-60,EMP032,Product,o,2020-01-11,
TKT-12769,22021,HB-M918,EMP036,Technical,Open,2013-04-24,
TKT-12770,18657,FR-M21B-42,,Product,Resolved,2022-10-25,2023-02-12
TKT-12771,26704,FB-9873,EMP221,Returns,Closed,09/23/2015,2016-01-01
TKT-12772,25871,BK-M18S-40,EMP243,Account,Open,11/17/2022,
TKT-12773,14651,BK-R50B-52,EMP122,Technical,Open,2016-10-30,
TKT-12774,23719,GL-H102-M,,Billing,Closed,2020-07-08,2020-10-23
TKT-12775,999999,FR-M63S-46,EMP299,General,Closed,2020-01-17,2020-02-02
TKT-12776,14977,FR-R72Y-44,EMP150,Technical,Resolved,04/25/2018,2018-05-15
TKT-12777,28132,BK-M82S-48,EMP010,Account,Open,2024-03-25,
TKT-12778,17469,BK-M68S-38,EMP259,Billing,Resolved,05/25/2011,2011-08-25
TKT-12779,14465,FR-T98U-46,EMP094,Product,Pending,2012-11-03,
TKT-12780,25335,LJ-0192-L,EMP194,Technical,Resolved,2024-02-05,2024-03-29
TKT-12781,16158,FR-R38B-58,EMP204,Shipping,Closed,04/25/2012,07/21/2012
TKT-12782,28278,PD-M562,EMP074,Account,Open,06/21/2024,
TKT-12783,23552,HB-M763,EMP076,SHIPPING,Resolved,01/20/2017,2017-03-06
TKT-12784,15498,FR-R92B-62,EMP162,Account,Resolved,2011-03-26,2011-04-08
TKT-12785,28786,SJ-0194-L,EMP145,Product,Pending,2023-10-27,
TKT-12786,,FR-M94B-38,EMP131,Returns,CLOSED,11/15/2012,2012-12-12
TKT-12787,17806,FK-9939,EMP055,Product,Pending,2020-03-04,
TKT-12788,29319,HY-1023-70,EMP077,Technical,CLOSED,2011-01-05,2011-03-16
TKT-12789,16928,SH-W890-S,EMP026,Shipping,Open,2011-12-05,
TKT-12790,26537,BK-M38S-40,EMP105,Technical,CLOSED,2016-02-27,06/04/2016
TKT-12791,11631,SJ-0194-M,EMP005,Technical,Closed,2023-01-18,2023-04-07
TKT-12792,16830,SJ-0194-S,EMP234,Shipping,open,09/05/2012,
TKT-12793,15661,SH-M897-X,EMP121,Billing,open,2016-02-25,
TKT-12794,28707,BK-T18U-58,EMP184,Product,Pending,11/02/2015,
TKT-12795,13716,PRD-SE-T924,EMP176,Product,closed,2017-12-01,2018-02-22
TKT-12796,17925,RB-9231,EMP096,Product,Rsolvd,2017-12-18,2018-01-07
TKT-12797,11425,BK-M68B-42,,Account,o,2020-10-04,
TKT-12798,14322,BK-M18S-44,EMP086,BILLING,Resolved,2024-02-03,2024-02-15
TKT-12799,11599,RW-M928,EMP107,Billing,Pending,10/25/2021,
TKT-12800,19052,LO-C100,EMP117,Product,Open,2016-01-18,
TKT-12801,14146,FR-M21S-52,EMP015,Technical,Resolved,2018-10-19,2019-01-28
TKT-12802,12036,FR-R92R-56,EMP044,billing,closed,2021-10-05,2021-10-28
TKT-12803,17389,BK-M68B-46,EMP025,Returns,OPEN,2019-12-14,
TKT-12804,24746,,EMP190,Billing,Resolved,2023-12-03,2024-01-28
TKT-12805,28915,SE-M940,EMP148,Product,Opened,2011-08-07,
TKT-12806,16725,PRD-SH-M897-M,EMP291,Technical,OPEN,2011-12-20,
TKT-12807,14579,CL-9009,EMP254,Account,Closed,2017-10-24,01/11/2018
TKT-12808,20627,SH-M897-L,EMP059,Billing,Open,2018-04-30,
TKT-12809,27021,FR-R38B-60,EMP180,Product,Closed,2025-01-07,2025-02-07
TKT-12810,14810,TT-R982,EMP207,Returns,Pending,2014-01-10,
TKT-12811,17323,BK-M47B-40,EMP292,Billing,Pending,2020-06-04,
TKT-12812,18745,FR-R38R-48,EMP137,Technical,Resolved,2011-04-01,2011-05-20
TKT-12813,15042,,EMP070,Technical,Closed,2018-09-22,2018-12-12
TKT-12814,15633,BK-M47B-38,,Shipping,Clsd,2014-06-03,2014-09-06
TKT-12815,15545,BK-R68R-58,,Billing,OPEN,09/23/2024,
TKT-12816,17910,SE-R581,EMP004,Returns,Open,2015-08-08,
TKT-12817,17639,RW-R820,EMP235,Technical,Closed,2020-11-19,2021-03-17
TKT-12818,25897,FW-M928,EMP236,Account,Closed,2019-05-24,06/10/2019
TKT-12819,12427,HB-M763,EMP034,Billing,Closed,2012-04-09,2012-08-07
TKT-12820,22796,FR-T67Y-54,EMP237,Product,Open,02/08/2025,
TKT-12821,13998,FR-M94B-44,EMP094,Product,Resolved,2021-12-06,2021-12-21
TKT-12822,13468,BK-R89B-58,EMP138,Billing,Pending,2012-03-06,
TKT-12823,15697,FR-R38B-58,EMP078,Product,Closed,2014-11-20,2015-03-17
TKT-12824,999999,BK-T79U-46,EMP115,Product,Closed,2018-01-17,2018-03-14
TKT-12825,22197,BK-T79Y-46,EMP138,Account,Rsolvd,2017-11-25,2018-03-15
TKT-12826,17985,FR-M21B-48,EMP200,Technical,Resolved,2023-05-07,05/18/2023
TKT-12827,17777,FR-R38B-60,EMP101,Product,Open,02/01/2011,
TKT-12828,12572,FR-R92B-52,EMP016,Billing,Closed,2019-02-19,2019-04-07
TKT-12829,25861,RW-M423,EMP044,Shipping,Clsd,03/18/2024,2024-04-19
TKT-12830,12612,BK-T79U-50,EMP273,Billing,Closed,05/23/2011,07/08/2011
TKT-12831,27102,FR-R72R-58,EMP227,Account,Opened,2023-11-06,
TKT-12832,25816,BK-R64Y-38,EMP167,Product,Open,2023-05-11,
TKT-12833,27307,BK-M18B-42,EMP030,Shipping,CLOSED,09/23/2014,2014-10-27
TKT-12834,23741,BK-R50B-62,EMP212,Technical,Resolved,2014-06-05,09/23/2014
TKT-12835,19194,BK-R64Y-40,EMP294,Billing,Resolved,2014-05-15,2014-06-02
TKT-12836,14514,FR-M21B-42,EMP161,Technical,open,2022-04-13,
TKT-12837,13112,,EMP084,Technical,Resolved,2021-12-22,01/05/2022
TKT-12838,17127,,EMP137,Billing,Closed,2022-12-08,2022-12-28
TKT-12839,13479,BK-R89R-58,EMP190,Shipping,Closed,2021-05-03,2021-06-10
TKT-12840,15715,BK-R50R-44,EMP071,Shipping,Resolved,06/26/2020,2020-08-18
TKT-12841,12950,BK-R19B-44,EMP292,Technical,Pending,2012-09-01,
TKT-12842,24116,FR-R92B-62,EMP181,Billing,resolved,07/08/2016,2016-07-16
TKT-12843,23234,FW-R762,EMP110,Billing,Closed,2021-07-27,2021-10-22
TKT-12844,21164,SB-M891-S,EMP203,Shipping,Pending,2023-09-02,
TKT-12845,23177,FR-T67U-58,EMP257,Shipping,Resolved,2014-01-01,2014-04-05
TKT-12846,26261,BK_M18B_44,EMP235,Product,o,2020-01-13,
TKT-12847,21931,FR-R92B-44,EMP135,Shipping,resolved,02/17/2017,03/04/2017
TKT-12848,29448,BK-R50R-52,EMP240,Technical,Closed,01/25/2019,2019-01-29
TKT-12849,15420,BK-R79Y-42,EMP210,Account,Pending,11/24/2023,
TKT-12850,24950,,EMP208,Product,Clsd,04/02/2024,2024-04-09
TKT-12851,11145,FR-R72R-52,EMP251,technical,Resolved,2019-03-29,2019-07-25
TKT-12852,22887,TI-M602,EMP099,Shipping,Pending,2017-06-04,
TKT-12853,12102,GL-F110-L,EMP027,Technical,Pending,2014-12-18,
TKT-12854,999999,BK-R19B-48,EMP172,Product,Closed,2022-05-31,2022-09-14
TKT-12855,13085,BK-M18B-40,EMP109,Shipping,Closed,07/22/2013,2013-09-16
TKT-12856,25299,PRD-HS-0296,EMP108,technical,Closed,2016-12-06,2017-01-10
TKT-12857,14345,HY-1023-70,EMP137,Account,Pending,2015-11-08,
TKT-12858,,FB-9873,EMP271,Product,Closed,07/09/2016,2016-09-13
TKT-12859,17880,RW-M423,EMP181,Returns,Closed,2018-03-12,06/21/2018
TKT-12860,13112,BK-R19B-58,EMP137,Technical,Closed,2019-11-12,2020-01-08
TKT-12861,12652,HB-M763,EMP085,Account,Pending,2022-01-30,
TKT-12862,14140,BK-R68R-52,EMP034,Technical,Pending,2016-07-13,
TKT-12863,26344,FR-R38R-60,EMP162,Billing,Open,10/04/2022,
TKT-12864,26425,BK-T79U-50,EMP127,Product,Open,01/16/2018,
TKT-12865,13080,BK-M82B-48,EMP175,Returns,CLOSED,2015-09-02,12/25/2015
TKT-12866,17465,PD-R853,EMP049,Account,Pending,2016-03-29,
TKT-12867,17098,BK-R93R-44,EMP158,Technical,Resolved,09/01/2017,2017-11-16
TKT-12868,24178,PRD-PD-R563,EMP008,Technical,Open,2012-05-29,
TKT-12869,21775,WB-H098,,Technical,Closed,01/25/2019,2019-05-08
TKT-12870,17837,RD-2308,EMP232,Returns,Resolved,2013-04-22,2013-05-22
TKT-12871,12820,BK-M68B-38,EMP003,Returns,Open,03/18/2020,
TKT-12872,22597,BK-T18Y-50,EMP123,Technical,Pending,01/10/2023,
TKT-12873,14582,SH-M897-S,EMP231,Billing,Close,2023-02-11,2023-03-17
TKT-12874,25198,BK-R64Y-44,EMP120,Technical,Closed,08/01/2021,10/05/2021
TKT-12875,16315,BK-M68B-42,EMP056,billing,open,2018-04-07,
TKT-12876,18830,BK-T79U-60,EMP291,Product,Open,2020-09-22,
TKT-12877,16609,HB-T721,EMP111,Technical,Resolved,04/01/2015,2015-07-22
TKT-12878,21546,FR-R92B-44,EMP116,Returns,Closed,2022-04-02,2022-07-26
TKT-12879,24654,FR-R92R-48,EMP086,Returns,Closed,2022-02-11,2022-06-03
TKT-12880,,RA-H123,EMP246,Technical,Closed,2019-08-14,2019-11-07
TKT-12881,14514,BK-R50R-52,EMP091,Returns,Open,2013-05-22,
TKT-12882,14660,BK-T18Y-58,EMP199,billing,Rsolvd,11/23/2013,2014-02-27
TKT-12883,17222,ST-1401,EMP126,Account,Rsolvd,2018-06-15,09/01/2018
TKT-12884,24892,FR-M94S-52,EMP272,Shipping,Resolved,2020-10-19,2020-12-17
TKT-12885,11667,FR-R72Y-44,EMP041,Product,RESOLVED,11/17/2013,12/01/2013
TKT-12886,17766,BK-T18Y-44,EMP089,account,Resolved,07/16/2019,2019-09-10
TKT-12887,21657,PRD-HB-R504,EMP195,Product,Resolved,2024-11-26,01/10/2025
TKT-12888,15375,LT-H903,EMP093,Returns,Pending,2018-12-20,
TKT-12889,28279,PRD-CS-9183,EMP203,Product,Resolved,2024-01-13,2024-04-28
TKT-12890,14129,BK-R50R-44,EMP256,General,Open,2025-02-24,
TKT-12891,13776,HB-M763,EMP231,General,Open,2019-06-12,
TKT-12892,27224,BK-T79U-46,EMP256,Account,Closed,2014-01-10,2014-02-28
TKT-12893,27753,BK-M47B-40,EMP293,Technical,Resolved,2020-05-17,2020-09-10
TKT-12894,14734,SH-M897-X,EMP231,BILLING,Open,2014-05-26,
TKT-12895,29325,BK-R19B-58,EMP255,Shipping,Open,12/29/2023,
TKT-12896,15144,FW-R820,EMP207,Returns,Resolved,06/14/2020,09/18/2020
TKT-12897,17091,HL-U509,EMP090,Returns,Open,2015-03-03,
TKT-12898,28856,PRD-FR-M21B-44,EMP020,Returns,Pending,2012-11-27,
TKT-12899,13119,ST-1401,EMP111,Technical,Open,2017-07-08,
TKT-12900,12185,SH-W890-S,EMP164,Shipping,OPEN,2014-02-06,
TKT-12901,15292,FK-9939,EMP251,Billing,Closed,2017-09-29,2017-12-25
TKT-12902,,BK-M38S-42,EMP035,Billing,Pending,2011-08-20,
TKT-12903,18808,FR-R38B-58,EMP046,Technical,PENDING,2024-08-09,
TKT-12904,13735,RW-M762,EMP186,Account,Pending,2023-11-08,
TKT-12905,18834,,EMP165,Account,Resolved,2014-01-15,2014-04-16
TKT-12906,17906,PD-M282,EMP163,Product,Resolved,2015-09-22,2015-12-27
TKT-12907,13560,SE-T312,EMP149,Account,Pending,2019-01-07,
TKT-12908,14119,FR-M63B-48,EMP183,Technical,Pending,2018-10-11,
TKT-12909,20418,RW-M928,EMP077,Returns,Resolved,06/24/2020,2020-06-28
TKT-12910,26888,FR-T67Y-62,EMP275,Billing,Open,2021-04-11,
TKT-12911,24033,BC-R205,EMP077,Billing,pending,2011-12-16,
TKT-12912,26321,LJ-0192-L,EMP117,Technical,Close,2021-09-25,2021-10-15
TKT-12913,25746,VE-C304-L,EMP196,Billing,Pending,2021-08-03,
TKT-12914,27895,FR-T67U-58,EMP026,Account,CLOSED,2017-10-20,12/28/2017
TKT-12915,22659,FW-R623,EMP205,Returns,Resolved,2016-01-08,2016-02-03
TKT-12916,18519,FR-M94B-48,EMP204,Account,open,07/25/2020,
TKT-12917,14474,BK-M38S-38,EMP087,Billing,Open,10/30/2023,
TKT-12918,14893,,EMP150,Account,Pending,2015-08-25,
TKT-12919,23201,FW-T905,EMP076,Returns,Open,2013-02-10,
TKT-12920,999999,SH-M897-S,EMP068,Product,Open,2024-10-10,
TKT-12921,22847,FR-T67U-54,EMP113,Product,Rsolvd,2019-10-05,2019-12-17
TKT-12922,20687,BK-R93R-62,,Account,Resolved,2015-03-01,2015-05-18
TKT-12923,24525,BB-7421,EMP293,Account,Closed,2021-08-18,2021-12-06
TKT-12924,21754,BK-R50B-44,EMP143,Returns,Pending,2021-12-16,
TKT-12925,16519,FR-T67Y-58,EMP162,Billing,RESOLVED,2018-04-19,2018-05-10
TKT-12926,15813,HS-2451,EMP051,Account,Closed,2021-02-04,2021-05-18
TKT-12927,15989,,EMP112,Returns,Rsolvd,2021-07-18,2021-09-22
TKT-12928,20992,CS-4759,EMP131,Technical,Resolved,2020-07-08,09/25/2020
TKT-12929,15427,TI-M267,EMP224,Returns,Resolve,2018-06-20,07/16/2018
TKT-12930,21372,FW-M928,EMP171,SHIPPING,Pending,2022-08-31,
TKT-12931,25904,BK-R68R-60,,Returns,Resolved,2011-10-28,2012-01-05
TKT-12932,19285,VE-C304-M,EMP165,General,Closed,2021-01-06,05/01/2021
TKT-12933,16979,HL-U509-R,EMP144,Technical,Pending,2015-09-13,
TKT-12934,23317,FR_R92B_62,EMP198,Technical,open,2021-03-08,
TKT-12935,23632,FR-R92R-44,EMP202,Shipping,Resolved,06/04/2011,2011-08-27
TKT-12936,19983,BK-R89B-48,EMP236,technical,Closed,2021-07-07,2021-10-02
TKT-12937,21115,BK-R50B-48,EMP066,Returns,Closed,2022-05-13,2022-06-18
TKT-12938,22502,FR-M94S-52,EMP164,Product,Closed,01/20/2021,03/07/2021
TKT-12939,18324,HB-T928,EMP245,Returns,Closed,2018-09-26,11/09/2018
TKT-12940,27558,FR-M63S-42,EMP037,Account,Pending,2014-03-06,
TKT-12941,25194,LT-H902,EMP138,Shipping,Pending,2011-08-25,
TKT-12942,24650,BK-R89R-52,EMP091,Product,Pending,2024-03-26,
TKT-12943,23841,FR-T98U-60,EMP278,returns,Open,2012-10-01,
TKT-12944,22099,HL-U509-R,EMP178,Shipping,Open,2014-09-12,
TKT-12945,22708,BK-M82S-48,EMP197,Billing,Pending,2012-10-06,
TKT-12946,15635,,EMP008,Returns,Resolved,2012-06-04,2012-08-11
TKT-12947,25991,RD-2308,EMP124,Returns,Closed,06/13/2019,2019-09-06
TKT-12948,13934,BK-M18B-48,EMP087,Shipping,Pending,2012-05-07,
TKT-12949,22455,FR-R72Y-44,EMP110,Technical,open,02/15/2017,
TKT-12950,28722,SE-T312,EMP128,Billing,Pending,2014-01-03,
TKT-12951,18838,FR-M94B-44,EMP258,billing,Resolved,2015-11-24,2016-03-08
TKT-12952,,BK-R79Y-44,EMP059,Account,Open,2022-05-23,
TKT-12953,24868,FR-R72R-44,EMP044,Returns,open,2011-10-11,
TKT-12954,12342,BK-R89R-48,EMP262,Billing,Closed,2018-03-10,2018-06-11
TKT-12955,11978,RW-M928,EMP241,Returns,Resolved,2021-08-13,2021-11-14
TKT-12956,13515,FR-R38B-60,EMP113,Technical,Pending,2012-09-01,
TKT-12957,28853,PRD-FW-T905,EMP155,Returns,Resolved,06/21/2015,09/01/2015
TKT-12958,24257,FR-R92B-44,EMP248,Account,Open,2021-09-02,
TKT-12959,24462,,EMP231,Shipping,Resolved,2018-05-07,2018-05-31
TKT-12960,21979,SO-B909-M,EMP267,Product,Open,2023-02-06,
TKT-12961,18350,PD-R347,EMP160,Technical,Resolved,2012-01-06,03/23/2012
TKT-12962,20086,FR-R92B-44,EMP235,Technical,Pending,2012-03-16,
TKT-12963,27151,BK-M18B-40,EMP196,Returns,Pending,2015-01-04,
TKT-12964,22579,BK-T18Y-62,EMP184,Shipping,Opened,2016-02-26,
TKT-12965,29329,BK-R89R-44,EMP128,Account,Open,2024-03-23,
TKT-12966,28429,RA-H123,EMP034,Billing,Closed,10/29/2024,2025-02-16
TKT-12967,29057,,EMP217,Technical,Closed,2022-06-01,06/08/2022
TKT-12968,25108,FR-M94S-52,EMP247,Technical,Opened,2013-04-21,
TKT-12969,29044,SE-M798,EMP111,returns,Pending,2012-07-31,
TKT-12970,11381,FR-R92R-56,EMP107,Billing,Resolved,2016-02-10,2016-05-20
TKT-12971,28404,SO-B909-M,EMP096,Product,Resolved,2021-08-04,11/08/2021
TKT-12972,15612,FW-R623,EMP288,Billing,CLOSED,2016-12-08,03/29/2017
TKT-12973,21315,BK-R93R-44,EMP183,account,Closed,01/19/2012,2012-04-16
TKT-12974,25071,BK-M47B-40,EMP222,Account,Pending,2023-12-06,
TKT-12975,25584,BB_9108,EMP114,Technical,Pending,2016-01-07,
TKT-12976,22552,BK-T79Y-50,EMP030,Product,Closed,2012-10-06,2012-11-22
TKT-12977,,BK-T18U-54,EMP010,Technical,Open,2017-02-14,
TKT-12978,21587,BK-R50B-62,EMP170,Billing,Closed,2023-02-16,2023-05-03
TKT-12979,21307,PRD-FR-R38R-60,EMP114,Billing,Resolved,09/02/2015,2015-10-28
TKT-12980,18170,FR-T67U-54,EMP015,Account,resolved,2015-09-14,2015-11-10
TKT-12981,24999,SE-R908,EMP140,Shipping,Pending,2014-01-20,
TKT-12982,17663,BK-R89R-44,EMP075,Account,Pending,2018-03-17,
TKT-12983,28242,FR-R92R-62,EMP115,Billing,Resolved,2023-05-19,07/10/2023
TKT-12984,24002,LT-H902,,technical,open,2016-09-10,
TKT-12985,16669,SO-B909-M,EMP075,Account,Resolved,2014-08-28,2014-11-22
TKT-12986,999999,SE-M798,EMP169,Account,Resolved,2014-04-02,06/02/2014
TKT-12987,999999,FR-T67Y-44,EMP144,Product,Closed,2019-07-27,2019-08-09
TKT-12988,23549,BK-R50B-52,EMP187,Returns,Open,2017-06-08,
TKT-12989,11547,CA-1098,EMP205,Returns,PENDING,2016-07-09,
TKT-12990,24384,FR-R38R-48,EMP219,Shipping,Closed,02/05/2017,2017-05-15
TKT-12991,15241,,EMP191,Shipping,Resolved,2022-03-09,2022-03-26
TKT-12992,22113,BK-M82B-44,EMP299,Product,Open,2024-07-09,
TKT-12993,14748,BK-R89B-52,EMP171,Account,Open,2014-02-24,
TKT-12994,11999,TG-W091-L,EMP035,Technical,pending,2023-05-22,
TKT-12995,24698,BK-T79U-50,EMP096,Billing,Resolved,2015-09-30,01/24/2016
TKT-12996,20445,BK-R89B-52,EMP137,Product,OPEN,2022-02-17,
TKT-12997,11880,BK-R64Y-40,EMP257,billing,closed,02/09/2023,2023-03-05
TKT-12998,25097,CS-6583,EMP184,Returns,Closed,2014-07-21,2014-08-17
TKT-12999,12759,HB-R956,EMP019,Product,Closed,10/17/2023,2023-11-06
TKT-13000,14553,SE-T312,EMP281,Shipping,Resolved,2022-01-25,2022-03-29
TKT-13001,19546,FR-R38B-62,EMP079,Account,Resolved,07/09/2014,2014-09-20
TKT-13002,12777,PK-7098,EMP091,Account,In Progress,2020-10-17,
TKT-13003,20119,FR-R92B-44,EMP282,BILLING,Open,2016-01-13,
TKT-13004,15975,HL-U509,EMP097,Shipping,Resolved,2014-12-31,2015-01-24
TKT-13005,20153,TI-M602,EMP137,Technical,resolved,11/18/2015,2015-11-29
TKT-13006,11815,FB-9873,EMP035,Shipping,o,2014-10-08,
TKT-13007,28841,BK-M47B-44,EMP023,Shipping,Closed,2025-01-20,2025-02-17
TKT-13008,16634,GL-H102-S,EMP106,Billing,Resolved,2014-10-13,2015-01-24
TKT-13009,28945,BK-R64Y-38,EMP148,Shipping,Open,2017-05-08,
TKT-13010,22619,FR-R38R-44,EMP212,SHIPPING,Resolved,2019-10-18,2019-11-28
TKT-13011,14046,BK-T79Y-60,EMP283,Shipping,Pend,2012-08-24,
TKT-13012,,FR-T67Y-50,EMP171,Shipping,Open,2021-04-06,
TKT-13013,19040,FR-T98U-46,EMP045,Account,Resolved,2020-07-07,2020-08-30
TKT-13014,13487,BK-T18Y-58,EMP045,Technical,Opened,2012-01-17,
TKT-13015,28747,SJ-0194-X,EMP049,Account,Open,2015-05-30,
TKT-13016,28625,BK-R93R-48,EMP009,Technical,open,07/27/2022,
TKT-13017,17947,FR-T67Y-50,EMP028,billing,Pending,07/14/2024,
TKT-13018,12482,BK-T18U-58,EMP181,Product,o,2023-03-19,
TKT-13019,11610,TI-T723,,Account,Pending,2018-05-09,
TKT-13020,14240,PRD-FR-M94B-44,EMP191,Account,Open,2013-12-14,
TKT-13021,13654,FR-M21B-44,EMP070,Product,Pending,2012-12-07,
TKT-13022,23067,CH-0234,EMP210,Technical,Resolved,2012-05-17,07/31/2012
TKT-13023,20943,BK-R79Y-42,EMP129,Billing,Closed,2011-06-19,2011-07-12
TKT-13024,11161,BK_R64Y_42,EMP258,Returns,Closed,2023-09-27,2024-01-12
TKT-13025,14541,BK-T44U-60,EMP232,Shipping,resolved,2012-04-19,2012-07-28
TKT-13026,18088,FR-T67Y-50,EMP057,Shipping,Pending,2023-03-11,
TKT-13027,17961,FR-T98U-54,EMP074,billing,Open,2020-04-14,
TKT-13028,13560,BK-M18B-52,EMP140,Account,Open,2019-04-10,
TKT-13029,13695,FR-M94S-46,EMP070,Billing,Resolved,2011-08-15,2011-12-13
TKT-13030,28230,FR-R72Y-40,EMP104,Returns,Open,2012-01-16,
TKT-13031,17353,FW-M423,EMP249,Billing,Closed,2024-10-15,2024-11-27
TKT-13032,13119,RW-M423,EMP251,Billing,Resolved,2016-12-31,01/15/2017
TKT-13033,15538,BK-M82S-44,EMP064,Technical,Rsolvd,2021-03-10,2021-04-17
TKT-13034,14446,SH-W890-M,EMP282,Returns,Resolved,07/19/2023,2023-08-19
TKT-13035,12861,FR-M94S-46,EMP200,Account,In Progress,09/24/2020,
TKT-13036,19567,FR-R38R-48,EMP280,Shipping,pending,2015-03-13,
TKT-13037,15756,BK-M82B-42,EMP146,Shipping,OPEN,09/26/2021,
TKT-13038,27643,LJ-0192-L,EMP050,billing,Closed,04/06/2014,2014-06-30
TKT-13039,19194,BK-M18B-52,EMP094,Product,Close,2011-03-06,2011-06-16
TKT-13040,11076,FR-M94B-46,EMP134,Technical,Opened,2013-12-07,
TKT-13041,24511,BK-R68R-48,EMP283,Shipping,Closed,2011-05-21,2011-09-09
TKT-13042,999999,GL-F110-S,EMP109,Product,CLOSED,2020-08-05,2020-10-20
TKT-13043,17515,FR-M63S-40,EMP107,Technical,Closed,06/02/2016,2016-09-01
TKT-13044,23785,PRD-FB-9873,EMP137,Shipping,Resolved,2012-11-04,2012-11-14
TKT-13045,14459,FR-T98Y-54,EMP183,Shipping,Pending,2017-10-21,
TKT-13046,27177,PRD-HB-M763,EMP187,BILLING,Pend,2023-09-10,
TKT-13047,18555,PRD-FR-R38B-44,EMP061,Billing,Resolved,2021-03-15,07/10/2021
