po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-003952,VND-116,418,207,261.99,2024-12-11
PO-003953,VND-093,560,58,473,2017-01-02
PO-003954,VND-024,512,191,54.8,10/03/2023
PO-003955,VND-084,595,43,145.61,11/22/2018
PO-003956,VND-068,306,85,100.57,2023-03-10
PO-003957,VND-107,463,171,152.89,2021-01-01
PO-003958,VND-085,518,220,183.58,2019-08-03
PO-003959,VND-110,225,44,214.95,2013-07-11
PO-003960,VND-114,543,194,N/A,2023-08-18
PO-003961,VND-088,363,59,327.66,02/10/2011
PO-003962,VND-085,589,4.9,,06/17/2020
PO-003963,VND-029,398,120,453.9,2019-08-05
PO-003964,VND-117,508,46,260.23,2022-03-03
PO-003965,VND-011,601,42,381.03,2018-02-11
PO-003966,VND-091,228,115,367.79,2022-01-13
PO-003967,VND-084,478,205,354.71,2017-09-21
PO-003968,VND-093,557,195,$195.26,2017-01-22
PO-003969,VND-001,557,184,$384.62,2015-07-17
PO-003970,VND-061,463,106,7.74,2012-09-01
PO-003971,VND-076,384,166,,03/10/2018
PO-003972,VND-075,521,5,291.63,2015-04-18
PO-003973,VND-011,568,104,344.72,05/16/2019
PO-003974,VND-008,593,70,398,2013-01-25
PO-003975,VND-051,497,178,188.22,02/27/2015
PO-003976,VND-062,418,151,242.45,2019-11-09
PO-003977,VND-059,543,6,$401.87,2012-04-25
PO-003978,VND-137,486,110,$96.98,2016-06-19
PO-003979,VND-120,517,215,417.38,2021-11-19
PO-003980,VND-116,217,199,N/A,2021-05-19
PO-003981,VND-067,591,163,,2023-03-08
PO-003982,VND-080,576,91,N/A,2023-12-25
PO-003983,VND-018,511,57,435.68,2012-02-18
PO-003984,VND-063,359,216,428.16,2023-12-04
PO-003985,VND-028,309,73,20.98,08/27/2024
PO-003986,VND-077,528,108,$432.18,2019-09-08
PO-003987,VND-071,581,139,357.51,2022-06-20
PO-003988,VND-070,384,56,312.75,08/19/2023
PO-003989,VND-059,402,65,,2019-10-14
PO-003990,,237,113,165.6,2016-04-03
PO-003991,VND-049,222,50,N/A,06/20/2018
PO-003992,VND-119,382,23,167.13,2015-11-06
PO-003993,VND-038,222,233,473.99,09/15/2022
PO-003994,VND-084,574,204,$63.92,2020-02-06
PO-003995,VND-045,252,172,333.64,10/15/2012
PO-003996,VND-079,514,121,48,05/16/2013
PO-003997,VND-116,566,1.0,356.04,2013-08-25
PO-003998,VND-005,480,153,218.94,2024-01-06
PO-003999,VND-106,498,140,53.63,06/03/2024
PO-004000,VND-022,536,227,433.36,2024-10-27
PO-004001,VND-094,388,216,31.9,2012-08-18
PO-004002,VND-008,573,237,446.81,07/21/2020
PO-004003,VND-058,573,185,55.9,11/30/2017
PO-004004,VND-038,388,105,,2014-05-31
PO-004005,VND-047,599,89,143.66,2023-06-30
PO-004006,VND-066,534,151,170,2016-09-19
PO-004007,VND-001,234,51,36.93,12/18/2014
PO-004008,VND-048,560,112,80.4,2020-04-11
PO-004009,VND-064,517,246,138.89,10/24/2017
PO-004010,VND-030,404,20,23.76,2018-10-07
PO-004011,VND-036,569,38,377.2,2020-01-19
PO-004012,VND-122,557,174,255.55,2021-08-14
PO-004013,VND-036,430,66,95.01,2019-01-31
PO-004014,VND-044,575,123,141.85,2011-02-04
PO-004015,VND-015,436,196,,04/25/2019
PO-004016,VND-029,530,130,$306.85,2016-07-28
PO-004017,VND-024,491,184,142.99,2021-05-19
PO-004018,VND-029,555,190,290.17,2014-03-31
PO-004019,VND-001,535,58,11.1,2020-10-21
PO-004020,VND-099,543,4.9,$89.49,04/22/2018
PO-004021,VND-093,548,98,368.66,2011-12-08
PO-004022,VND-100,601,197,377.57,2015-01-12
PO-004023,VND-064,595,5,186.76,2019-02-06
PO-004024,VND-104,432,171,207.34,2014-01-18
PO-004025,VND-123,430,163,387,2011-06-14
PO-004026,VND-106,303,224,471.85,2015-10-28
PO-004027,VND-118,588,179,109.71,2018-07-27
PO-004028,VND-082,560,3,431.55,2016-04-20
PO-004029,VND-026,548,141,42.25,2018-06-19
PO-004030,VND-107,444,223,401.52,2014-05-14
PO-004031,VND-105,575,195,404.19,2019-02-27
PO-004032,VND-053,384,40,482.53,2014-07-22
PO-004033,VND-116,475,205,306,2017-04-17
PO-004034,VND-072,252,144,471.61,2019-09-03
PO-004035,VND-110,576,154,41.75,09/13/2020
PO-004036,VND-099,382,19,487.31,2022-11-14
PO-004037,,587,130,250.21,06/22/2019
PO-004038,VND-090,408,93,169.86,04/13/2012
PO-004039,VND-044,570,3.3,41.29,2020-04-24
PO-004040,VND-076,567,204,$340.29,10/09/2014
PO-004041,VND-072,508,135,442.78,2022-07-16
PO-004042,VND-102,400,53,17.71,03/25/2013
PO-004043,VND-070,576,143,146.67,04/14/2020
PO-004044,VND-116,534,29,N/A,2017-02-06
PO-004045,VND-119,516,144,$115.71,02/01/2022
PO-004046,VND-141,539,2.0,152.03,2024-03-04
PO-004047,VND-079,534,198,359.41,2024-04-05
PO-004048,VND-078,604,17,$424.87,2013-08-18
PO-004049,VND-013,592,229,65.91,05/18/2021
PO-004050,VND-060,489,56,344.59,2019-01-01
PO-004051,VND-016,524,5,353.11,08/14/2012
PO-004052,VND-073,549,224,162.15,01/29/2022
PO-004053,VND-005,476,89,229.5,07/18/2011
PO-004054,VND-079,309,2.2,26.05,01/02/2013
PO-004055,VND-091,404,17,434.38,2012-07-22
PO-004056,VND-003,284,115,95,2015-05-17
PO-004057,VND-078,298,80,433.46,09/09/2023
PO-004058,VND-012,590,104,235.39,2019-09-15
PO-004059,VND-087,600,13,287.85,2022-01-04
PO-004060,VND-029,586,227,124.28,2020-09-24
PO-004061,VND-055,591,34,38.78,2011-08-12
PO-004062,VND-018,534,225,,2023-12-04
PO-004063,VND-031,578,152,105.49,07/31/2018
PO-004064,VND-115,382,1,51.21,02/26/2024
PO-004065,VND-094,517,62,29.69,07/31/2018
PO-004066,VND-072,502,52,55.08,2016-01-20
PO-004067,,214,3.2,75.1,2022-04-24
PO-004068,VND-134,489,62,137.66,2019-02-01
PO-004069,VND-035,606,95,N/A,2011-05-26
PO-004070,VND-102,483,16,57.25,2017-07-07
PO-004071,,438,25,177.29,2024-05-29
PO-004072,VND-001,513,216,426.56,04/13/2023
PO-004073,VND-047,359,191,84.95,09/22/2011
PO-004074,VND-049,225,25,,2021-05-08
PO-004075,VND-071,570,51,338.56,2014-04-05
PO-004076,VND-088,552,164,478.62,2023-01-24
PO-004077,VND-078,534,8,$194.81,2011-01-29
PO-004078,VND-052,602,65,75.61,02/07/2016
PO-004079,VND-081,522,87,432.5,2021-07-09
PO-004080,VND-078,249,3.6,,04/05/2019
PO-004081,VND-065,430,109,,2024-01-26
PO-004082,VND-082,475,162,477.2,2021-01-26
PO-004083,VND-023,476,166,135.74,2023-09-07
PO-004084,VND-022,430,113,248.53,08/31/2017
PO-004085,VND-050,398,233,,2011-04-15
PO-004086,VND-102,298,48,284,2012-10-19
PO-004087,VND-010,535,174,197.24,12/02/2023
PO-004088,VND-048,550,43,225.58,2021-01-27
PO-004089,VND-085,600,162,,2015-09-27
PO-004090,VND-081,518,250,476.35,2023-03-08
PO-004091,VND-052,482,185,471.51,2012-05-13
PO-004092,VND-114,501,85,,2016-10-28
PO-004093,VND-133,284,227,131,12/01/2018
PO-004094,VND-022,501,4,,2023-11-12
PO-004095,VND-018,214,89,383.53,2014-10-29
PO-004096,VND-119,384,86,126.83,05/07/2016
PO-004097,VND-047,554,196,445,02/23/2023
PO-004098,,499,220,304.34,11/13/2022
PO-004099,VND-047,418,2.6,12.41,2011-12-16
PO-004100,VND-032,553,75,370.12,2016-01-18
PO-004101,VND-082,378,223,433.21,2021-05-28
PO-004102,VND-118,535,149,302.93,05/23/2011
PO-004103,VND-105,488,181,425.58,2017-07-30
PO-004104,VND-034,540,112,278.39,2013-08-11
PO-004105,VND-088,491,96,215.18,2013-08-11
PO-004106,VND-079,506,105,359.42,2021-05-11
PO-004107,VND-067,603,3.8,44.03,2016-12-06
PO-004108,VND-055,605,207,478,11/27/2011
PO-004109,VND-043,408,2.7,428.68,2012-05-30
PO-004110,VND-060,508,141,318.37,2023-12-13
PO-004111,VND-087,295,121,$84.27,2018-12-11
PO-004112,VND-033,523,170,128.44,2016-05-01
PO-004113,VND-073,477,20,430.45,2015-11-20
PO-004114,VND-102,553,32,371.52,2013-09-04
PO-004115,VND-024,228,66,243.33,07/25/2019
PO-004116,VND-043,359,247,177.75,02/19/2016
PO-004117,VND-027,258,200,269.23,2017-11-06
PO-004118,VND-065,573,4,325.33,01/27/2020
PO-004119,VND-027,243,141,239.59,2017-01-08
PO-004120,VND-059,214,248,340.52,05/02/2013
PO-004121,VND-086,237,172,145.74,2012-07-15
PO-004122,VND-108,398,120,347.78,2015-02-21
PO-004123,VND-105,521,21,101.6,2023-03-24
PO-004124,VND-020,605,189,373.49,2012-11-30
PO-004125,,463,4.9,370.53,2018-08-12
PO-004126,VND-055,483,66,364.05,2013-07-06
PO-004127,VND-014,434,238,326.24,02/18/2020
PO-004128,VND-112,588,27,185.07,08/14/2014
PO-004129,VND-095,538,9,50,2024-01-01
PO-004130,VND-017,576,129,457.37,2021-11-30
PO-004131,VND-002,384,80,12.11,2022-09-08
PO-004132,VND-011,210,8,48.6,2016-08-17
PO-004133,VND-071,581,157,302.86,2012-09-02
PO-004134,VND-104,252,229,480.24,2023-09-22
PO-004135,VND-072,303,147,298.81,2021-01-18
PO-004136,VND-100,382,248,$26.16,2020-06-16
PO-004137,VND-057,306,22,400.89,2017-09-27
PO-004138,VND-008,587,142,341.19,2014-07-28
PO-004139,,290,20,N/A,2022-01-07
PO-004140,VND-060,309,228,N/A,2011-01-08
PO-004141,VND-057,363,115,168.21,2023-08-08
PO-004142,VND-078,518,123,,01/23/2021
PO-004143,VND-062,514,2.5,$307.55,2013-11-30
PO-004144,VND-097,471,146,N/A,2018-06-11
PO-004145,VND-041,284,152,323.99,01/25/2019
PO-004146,VND-097,472,122,417.23,2020-04-24
PO-004147,VND-070,479,88,243.42,2012-12-02
PO-004148,VND-020,586,247,120.69,2022-10-07
PO-004149,VND-027,522,139,N/A,07/04/2022
PO-004150,VND-052,237,69,7.15,2015-04-07
PO-004151,VND-009,384,123,$90.66,2019-09-30
PO-004152,VND-011,511,186,120.9,2024-03-07
PO-004153,VND-082,484,4.6,410.62,09/03/2015
PO-004154,VND-035,298,112,411.88,10/26/2017
PO-004155,VND-044,491,4,389.47,2022-06-30
PO-004156,VND-001,536,192,314.2,2024-04-24
PO-004157,VND-086,487,3.8,$296.09,2012-10-17
PO-004158,VND-124,505,94,154.13,2011-12-17
PO-004159,VND-002,585,127,378.47,05/01/2014
PO-004160,VND-140,496,123,359.95,11/05/2019
PO-004161,VND-080,513,0.6,192.87,2017-05-14
PO-004162,VND-027,287,104,347.99,2012-07-01
PO-004163,VND-064,589,131,110.4,05/27/2019
PO-004164,VND-061,494,217,$135.11,09/06/2019
PO-004165,VND-037,404,96,436.18,2019-08-16
PO-004166,VND-097,560,151,364.34,2025-02-14
PO-004167,VND-104,491,10,148.12,2013-08-02
PO-004168,VND-043,544,86,401.99,2020-05-25
PO-004169,VND-120,525,222,329.2,08/24/2023
PO-004170,VND-083,575,76,470.05,2015-09-03
PO-004171,VND-038,592,213,307.36,2012-11-25
PO-004172,VND-047,512,219,N/A,2011-12-02
PO-004173,VND-009,507,241,226.14,2013-12-10
PO-004174,VND-011,575,28,31,2015-06-11
PO-004175,VND-062,533,125,403.25,2016-04-18
PO-004176,VND-099,372,154,112.97,2015-07-11
PO-004177,VND-046,525,31,$19.9,2020-06-16
PO-004178,VND-005,388,160,,2018-07-03
PO-004179,VND-101,545,216,204.82,2017-09-08
PO-004180,VND-053,509,197,216.08,2013-09-18
PO-004181,VND-002,542,133,284.6,2024-01-29
PO-004182,VND-095,471,10,450.08,2017-08-30
PO-004183,VND-109,484,72,31.38,2012-03-09
PO-004184,VND-099,382,106,302.78,2017-09-24
PO-004185,VND-038,252,24,N/A,2014-08-29
PO-004186,VND-052,211,140,281.63,10/12/2013
PO-004187,VND-072,563,30,14.21,2016-02-14
PO-004188,VND-066,527,4.0,57.62,2019-05-07
PO-004189,VND-110,563,83,474.55,12/30/2024
PO-004190,VND-042,583,209,382.72,2021-09-21
PO-004191,VND-124,404,188,383.79,2021-10-26
PO-004192,VND-032,444,101,269.4,2012-07-27
PO-004193,VND-110,514,176,$260.28,2015-06-10
PO-004194,VND-054,503,71,228.99,09/06/2024
PO-004195,VND-037,473,248,171.56,2016-01-18
PO-004196,VND-052,398,3.2,42.75,2013-06-11
PO-004197,VND-035,539,3,,11/29/2022
PO-004198,VND-003,500,99,147.97,2024-03-19
PO-004199,VND-057,563,5.0,438.89,2022-10-07
PO-004200,VND-042,217,229,480,2018-02-02
PO-004201,VND-095,478,38,261.05,03/25/2021
PO-004202,VND-025,532,235,421.75,2013-02-02
PO-004203,VND-031,471,112,320,2015-06-05
PO-004204,,551,204,199.9,2014-06-21
PO-004205,VND-098,581,227,416.53,2020-04-15
PO-004206,VND-125,482,1.5,36.18,2019-03-01
PO-004207,VND-092,404,95,$109.92,2021-12-02
PO-004208,VND-050,482,17,331.25,2020-08-07
PO-004209,VND-056,526,112,339.06,2023-02-24
PO-004210,VND-104,541,181,464,2024-07-02
PO-004211,VND-115,495,87,N/A,2017-09-24
PO-004212,VND-098,520,137,214.3,2015-01-15
PO-004213,VND-071,290,64,$499.56,2011-01-20
PO-004214,VND-118,281,196,26.47,2021-03-13
PO-004215,VND-101,491,3.9,484.52,2024-11-14
PO-004216,VND-092,490,107,43.65,2012-02-29
PO-004217,,570,28,473.66,2024-11-01
PO-004218,VND-088,522,62,$119.86,2024-04-10
PO-004219,VND-032,605,65,417.79,2017-02-13
PO-004220,VND-035,582,3.4,455.95,05/15/2011
PO-004221,VND-008,530,63,426.73,2013-05-30
PO-004222,,237,70,382.97,2024-01-19
PO-004223,VND-023,509,229,185.33,2015-03-06
PO-004224,VND-099,507,228,305.46,2018-10-07
PO-004225,VND-060,549,214,122,2018-09-28
PO-004226,VND-041,436,149,44.33,2024-07-05
PO-004227,VND-060,550,236,440.94,05/28/2022
PO-004228,VND-079,497,186,N/A,2011-05-04
PO-004229,VND-028,217,19,283.41,07/18/2024
PO-004230,VND-119,606,75,397.77,2025-02-26
PO-004231,VND-104,484,108,163.09,2011-05-26
PO-004232,,436,115,269.47,2021-06-28
PO-004233,VND-061,494,3.3,N/A,2021-01-11
PO-004234,VND-091,363,2.5,,10/11/2011
PO-004235,VND-029,558,2.5,268.82,2021-05-18
PO-004236,VND-024,240,162,$413.22,02/06/2022
PO-004237,VND-033,572,124,273.0,2011-04-17
PO-004238,VND-026,252,194,455.34,2011-01-04
PO-004239,VND-086,571,33,,2012-08-12
PO-004240,VND-057,480,8,288.7,2019-10-19
PO-004241,VND-050,374,182,127.74,12/07/2020
PO-004242,,211,99,433.57,2015-04-29
PO-004243,VND-079,243,5.2,404.63,2013-01-12
PO-004244,VND-037,436,141,402.41,2019-06-20
PO-004245,VND-067,376,218,200,04/10/2016
PO-004246,VND-065,357,0.7,217.88,08/27/2016
PO-004247,VND-062,545,159,131.54,2016-04-24
PO-004248,VND-074,565,3.7,405.93,11/19/2011
PO-004249,VND-090,303,189,198.4,2012-01-16
PO-004250,VND-076,571,194,298.32,08/11/2020
PO-004251,VND-064,596,151,$461.07,01/17/2016
PO-004252,VND-116,225,195,311.34,07/12/2024
PO-004253,VND-066,545,184,N/A,2015-11-17
PO-004254,VND-075,211,215,135.96,2015-11-15
PO-004255,VND-076,400,2.8,16.61,2016-11-30
PO-004256,VND-036,524,208,309.95,07/05/2021
PO-004257,VND-029,545,21,427.62,2013-01-02
PO-004258,VND-138,499,23,479.13,07/16/2015
PO-004259,VND-120,231,233,473.27,01/19/2016
PO-004260,VND-117,573,4,347.23,2023-05-31
PO-004261,VND-106,504,78,440.47,2012-10-09
PO-004262,VND-107,528,33,71.1,2018-02-22
PO-004263,VND-001,554,25,440,2020-01-29
PO-004264,VND-058,465,33,80.36,2021-03-07
PO-004265,VND-061,357,116,$468.32,2015-07-13
PO-004266,VND-038,517,213,148.96,10/18/2022
PO-004267,VND-117,489,146,319.72,2018-11-06
PO-004268,VND-044,527,98,418.13,2015-03-02
PO-004269,VND-112,602,213,48.78,2022-01-07
PO-004270,,595,172,330.01,2019-08-27
PO-004271,VND-093,595,3.5,483.29,2011-09-04
PO-004272,VND-106,303,243,335.38,2012-09-20
PO-004273,VND-090,488,126,360.28,2014-02-27
PO-004274,VND-089,565,89,316.33,2013-01-19
PO-004275,VND-013,510,194,422,2022-04-30
PO-004276,VND-077,598,23,349.32,2011-05-22
PO-004277,VND-109,418,5.1,178.92,2012-03-14
PO-004278,VND-028,480,53,164.26,2022-09-16
PO-004279,VND-085,571,248,,2022-09-18
PO-004280,VND-096,476,109,76.4,04/02/2014
PO-004281,VND-033,225,74,69.59,2022-01-03
PO-004282,VND-033,596,124,361.02,2014-02-21
PO-004283,VND-015,517,144,25.05,2024-02-03
PO-004284,VND-022,506,123,,2016-12-09
PO-004285,VND-014,372,244,N/A,03/14/2015
PO-004286,VND-031,478,4.4,487.49,2019-10-28
PO-004287,VND-064,518,47,N/A,2016-11-10
PO-004288,VND-055,542,241,$209.05,2019-12-29
PO-004289,VND-064,309,177,316.35,2021-09-09
PO-004290,VND-005,592,84,16.39,11/04/2016
PO-004291,VND-046,591,12,212.66,2020-11-10
PO-004292,VND-031,549,31,220.68,2022-08-11
PO-004293,VND-084,483,164,,04/08/2016
PO-004294,VND-040,603,31,12.66,2016-09-29
PO-004295,VND-043,353,180,$159.14,2019-03-06
PO-004296,VND-089,606,28,54.41,2016-11-16
PO-004297,VND-079,574,228,88.86,2021-05-16
PO-004298,VND-044,543,144,368,2016-04-11
PO-004299,VND-065,281,114,362,2013-03-22
PO-004300,VND-070,496,214,417.37,2018-03-20
PO-004301,VND-067,555,65,265.45,2021-02-10
PO-004302,VND-104,547,41,319.43,08/24/2011
PO-004303,VND-084,568,84,151.23,2016-11-11
PO-004304,VND-057,474,211,162.9,2023-09-03
PO-004305,VND-024,467,99,93.32,2013-11-26
PO-004306,VND-050,558,172,N/A,04/20/2011
PO-004307,VND-001,588,1,101.58,2023-05-17
PO-004308,VND-120,544,162,363.66,04/02/2023
PO-004309,VND-136,408,0.8,282,2014-06-20
PO-004310,VND-024,390,182,192.34,2020-07-06
PO-004311,VND-037,261,179,291.33,2014-10-02
PO-004312,,583,117,311.73,2020-12-27
PO-004313,VND-115,384,105,271.28,04/30/2024
PO-004314,VND-097,509,150,$320.21,2017-11-14
PO-004315,VND-048,565,157,388.06,2017-01-15
PO-004316,VND-118,544,117,N/A,2016-05-18
PO-004317,VND-036,512,166,306.44,07/24/2022
PO-004318,VND-005,499,234,186.01,2012-10-30
PO-004319,VND-013,479,154,33.26,05/10/2014
PO-004320,VND-058,529,161,327.78,2024-09-03
PO-004321,VND-071,567,177,167.51,2024-05-12
PO-004322,VND-011,553,246,315.04,2023-02-22
PO-004323,VND-042,547,70,26.25,2018-07-25
PO-004324,VND-077,542,89,420.94,11/28/2014
PO-004325,VND-003,252,170,231.13,2022-01-23
PO-004326,VND-040,436,169,164.29,2023-10-13
PO-004327,VND-085,363,210,,04/18/2014
PO-004328,VND-096,586,109,$365.81,2020-06-16
PO-004329,VND-078,355,55,80.41,2018-08-12
PO-004330,VND-094,483,174,72.03,07/31/2017
PO-004331,VND-007,510,115,,2013-08-09
PO-004332,VND-008,569,208,357,2017-01-15
PO-004333,VND-075,532,118,476.56,07/29/2014
PO-004334,VND-060,372,155,310.9,12/02/2022
PO-004335,,586,64,232.8,2012-04-10
PO-004336,VND-114,477,35,81.22,2012-10-21
PO-004337,VND-079,532,117,492.12,02/01/2018
PO-004338,VND-104,406,218,175.39,2023-06-15
PO-004339,VND-046,540,83,453,2019-01-05
PO-004340,VND-058,605,248,264.95,2011-07-20
PO-004341,VND-071,531,12,92.0,2017-12-13
PO-004342,VND-047,473,114,177.82,2020-02-02
PO-004343,VND-040,483,74,$346.27,2025-01-20
PO-004344,VND-102,508,51,216.56,10/16/2011
PO-004345,VND-072,309,166,269.73,2013-05-17
PO-004346,VND-048,493,42,264.62,2019-03-01
PO-004347,VND-089,382,158,232.83,04/14/2015
PO-004348,VND-012,543,1.0,223.54,05/12/2021
PO-004349,VND-027,507,1.8,6.25,2017-08-09
PO-004350,VND-060,306,58,288.85,2018-06-11
PO-004351,VND-029,572,123,474.5,2016-09-02
PO-004352,VND-057,287,189,461.65,2015-10-05
PO-004353,VND-100,490,15,98.58,04/21/2021
PO-004354,VND-023,595,3.9,N/A,2020-04-16
PO-004355,VND-027,579,5.4,162.68,08/15/2011
PO-004356,VND-141,570,137,$154.49,2017-09-16
PO-004357,VND-060,518,96,420.79,2019-03-29
PO-004358,VND-032,234,62,108.8,04/28/2020
PO-004359,VND-043,353,61,$494.58,2016-06-03
PO-004360,VND-112,504,15,97,2014-11-13
PO-004361,VND-011,309,46,$235.29,02/28/2018
PO-004362,VND-108,482,132,$104.58,2018-06-20
PO-004363,VND-014,528,232,71,2012-03-24
PO-004364,VND-124,210,219,120.05,2012-08-31
PO-004365,VND-094,516,3.7,387,2015-08-30
PO-004366,VND-050,511,182,93.72,09/01/2015
PO-004367,,398,25,362.42,2022-02-09
PO-004368,VND-119,303,167,193.76,2016-02-09
PO-004369,VND-102,578,94,30.39,12/23/2011
PO-004370,VND-034,495,121,88.39,2014-03-06
PO-004371,VND-050,467,2.5,62.38,2018-03-02
PO-004372,,503,234,239.27,05/20/2011
PO-004373,VND-008,539,193,283.39,09/14/2014
PO-004374,VND-050,501,131,279.63,2016-01-22
PO-004375,VND-029,566,113,396.15,2014-06-14
PO-004376,VND-123,593,183,427,12/13/2011
PO-004377,VND-001,527,189,212,2015-07-17
PO-004378,VND-040,214,117,,2011-01-08
PO-004379,VND-044,217,174,N/A,2013-04-20
PO-004380,VND-105,566,192,201.87,2018-04-01
PO-004381,VND-068,601,35,88.77,2019-11-26
PO-004382,VND-009,512,17,434.36,08/26/2016
PO-004383,VND-118,306,64,124.88,2023-08-23
PO-004384,VND-098,380,250,N/A,2013-01-14
PO-004385,VND-021,440,106,458.51,06/10/2013
PO-004386,,372,239,72.5,2017-01-17
PO-004387,VND-040,471,1.6,352.72,2024-05-03
PO-004388,VND-061,544,44,337.68,2013-03-01
PO-004389,VND-089,560,146,466.35,2016-04-15
PO-004390,VND-052,357,125,99,2014-08-18
PO-004391,VND-101,534,74,384.97,08/26/2022
PO-004392,VND-062,558,56,453.03,2024-05-15
PO-004393,,529,0.8,465.3,2015-03-31
PO-004394,VND-027,361,86,420.56,2013-11-21
PO-004395,VND-107,430,151,164.02,2012-07-18
PO-004396,VND-097,525,51,371.92,2023-03-25
PO-004397,VND-022,258,43,87.05,05/11/2015
PO-004398,VND-028,543,22,469.71,2022-11-21
PO-004399,VND-083,231,125,386.85,08/31/2014
PO-004400,VND-114,240,176,142.56,2017-07-14
PO-004401,VND-023,406,40,187.99,2017-12-26
PO-004402,VND-115,575,148,453.0,2011-08-04
PO-004403,,516,178,359,2018-10-25
PO-004404,VND-049,430,142,$365.07,04/18/2021
PO-004405,VND-072,524,242,394.94,2016-04-03
PO-004406,,472,149,137.64,2024-09-01
PO-004407,VND-009,540,48,455.02,2019-02-08
PO-004408,VND-094,408,2.9,437.62,2015-01-30
PO-004409,VND-042,538,101,146.14,2020-10-09
PO-004410,VND-086,306,64,477.3,2018-11-07
PO-004411,VND-132,507,171,N/A,2019-02-22
PO-004412,VND-046,372,95,$319.39,2011-01-06
PO-004413,VND-016,600,229,$187.14,2025-01-14
PO-004414,VND-011,378,105,448.69,2014-12-28
PO-004415,VND-008,599,103,22.52,2023-10-11
PO-004416,VND-040,606,51,84,2016-12-24
PO-004417,VND-099,597,105,150.99,2018-03-07
PO-004418,VND-117,606,54,175.89,04/25/2012
PO-004419,VND-018,243,86,468.26,2016-12-23
PO-004420,VND-101,503,248,387,09/05/2011
PO-004421,VND-023,598,103,224.89,2014-09-01
PO-004422,VND-126,576,98,85.85,2021-05-25
PO-004423,,578,118,368.6,2016-03-21
PO-004424,VND-041,484,3,304.97,2011-10-28
PO-004425,VND-101,540,184,14.77,2013-11-21
PO-004426,VND-017,578,186,88.93,2024-02-07
PO-004427,VND-112,485,45,150,2012-08-07
PO-004428,,516,228,69.4,2015-08-31
PO-004429,VND-038,585,20,177.27,11/25/2011
PO-004430,VND-100,543,141,196.58,2015-11-13
PO-004431,VND-112,501,69,263.58,2020-08-28
PO-004432,VND-003,555,69,466.01,2012-08-12
PO-004433,VND-136,463,30,170.8,2014-07-02
PO-004434,VND-099,530,66,188.04,2020-09-28
PO-004435,,309,108,10,2013-07-05
PO-004436,VND-044,499,218,250.9,2022-03-11
PO-004437,VND-001,522,188,325.74,2012-09-01
PO-004438,VND-003,550,185,$371.15,2014-12-19
PO-004439,VND-106,463,105,337.72,04/19/2024
PO-004440,VND-085,557,20,N/A,2024-01-23
PO-004441,VND-097,478,7,$307.52,2013-03-16
PO-004442,VND-120,569,182,396.71,2014-09-11
PO-004443,VND-061,488,86,432.46,2015-02-22
PO-004444,VND-036,572,182,26.76,2014-05-13
PO-004445,VND-066,472,182,299.63,2016-11-04
PO-004446,VND-077,258,10,476.34,2020-10-22
PO-004447,VND-064,380,49,215.9,2014-01-16
PO-004448,VND-091,508,130,249.12,2024-11-06
PO-004449,VND-008,538,58,46.21,2014-01-08
PO-004450,VND-105,303,117,32.11,2015-11-29
PO-004451,VND-053,290,100,13.0,2016-08-01
PO-004452,VND-045,597,36,422.11,2014-05-22
PO-004453,VND-057,560,29,440,08/11/2023
PO-004454,VND-093,471,191,330.85,2023-06-10
PO-004455,VND-066,440,6,$211.62,09/16/2021
PO-004456,VND-081,562,89,198.57,2015-08-21
PO-004457,VND-109,593,6,18.12,2022-01-23
PO-004458,VND-008,550,107,97.48,2012-02-03
PO-004459,VND-116,237,250,461,2024-03-30
PO-004460,VND-011,559,74,$422.89,2017-08-13
PO-004461,VND-017,505,1.4,476.5,2020-05-15
PO-004462,VND-013,558,162,372.28,12/13/2011
PO-004463,VND-029,515,68,122.32,09/16/2024
PO-004464,VND-038,554,179,63.86,2013-02-06
PO-004465,VND-003,587,203,98.2,2020-11-04
PO-004466,VND-015,495,91,334.09,2015-06-19
PO-004467,VND-008,593,211,22.71,2014-12-23
PO-004468,VND-125,536,110,183.23,2024-01-30
PO-004469,VND-106,493,228,133.06,2019-03-28
PO-004470,VND-083,374,133,33.08,2022-01-28
PO-004471,VND-076,295,30,318.84,07/31/2011
PO-004472,VND-118,471,25,$205.48,2011-02-15
PO-004473,,528,181,404.29,2024-10-13
PO-004474,VND-079,222,102,136.6,2019-12-26
PO-004475,VND-082,483,181,,2017-04-18
PO-004476,VND-089,378,44,358,09/05/2012
PO-004477,VND-015,222,200,429.32,2020-12-15
PO-004478,,404,78,N/A,2019-07-23
PO-004479,VND-013,591,82,256.04,2018-06-05
PO-004480,VND-086,557,218,294.57,08/11/2016
PO-004481,VND-084,258,46,150.55,2018-11-25
PO-004482,VND-042,487,188,116.17,2012-11-21
PO-004483,VND-052,574,159,36,2020-11-23
PO-004484,VND-107,598,79,378.11,2020-10-31
PO-004485,VND-026,591,4,466.58,2015-11-20
PO-004486,VND-109,497,52,363.6,2021-12-05
PO-004487,VND-140,386,209,204.6,2018-02-12
PO-004488,VND-056,243,97,223,09/24/2022
PO-004489,VND-061,538,181,368.85,05/05/2022
PO-004490,VND-104,557,210,352.71,02/01/2019
PO-004491,VND-099,485,5,441.23,2025-01-31
PO-004492,VND-028,601,243,313,05/06/2015
PO-004493,VND-035,485,101,75,2022-09-25
